/home/nas/DB
DCASE_dataset/audio/train/synthetic/10.wav	441000
DCASE_dataset/audio/train/synthetic/1000.wav	441000
DCASE_dataset/audio/train/synthetic/1003.wav	441000
DCASE_dataset/audio/train/synthetic/1006.wav	441000
DCASE_dataset/audio/train/synthetic/1008.wav	441000
DCASE_dataset/audio/train/synthetic/1009.wav	441000
DCASE_dataset/audio/train/synthetic/1011.wav	441000
DCASE_dataset/audio/train/synthetic/1012.wav	441001
DCASE_dataset/audio/train/synthetic/1014.wav	441000
DCASE_dataset/audio/train/synthetic/1018.wav	441000
DCASE_dataset/audio/train/synthetic/1023.wav	441000
DCASE_dataset/audio/train/synthetic/1024.wav	441000
DCASE_dataset/audio/train/synthetic/1026.wav	441000
DCASE_dataset/audio/train/synthetic/1027.wav	441000
DCASE_dataset/audio/train/synthetic/1028.wav	441000
DCASE_dataset/audio/train/synthetic/1029.wav	441000
DCASE_dataset/audio/train/synthetic/1031.wav	441000
DCASE_dataset/audio/train/synthetic/1032.wav	441000
DCASE_dataset/audio/train/synthetic/1034.wav	441000
DCASE_dataset/audio/train/synthetic/1037.wav	441000
DCASE_dataset/audio/train/synthetic/1038.wav	441000
DCASE_dataset/audio/train/synthetic/1041.wav	441000
DCASE_dataset/audio/train/synthetic/1043.wav	441000
DCASE_dataset/audio/train/synthetic/1044.wav	441000
DCASE_dataset/audio/train/synthetic/1047.wav	441000
DCASE_dataset/audio/train/synthetic/1050.wav	441001
DCASE_dataset/audio/train/synthetic/1051.wav	441000
DCASE_dataset/audio/train/synthetic/1053.wav	441000
DCASE_dataset/audio/train/synthetic/1056.wav	441000
DCASE_dataset/audio/train/synthetic/1057.wav	441000
DCASE_dataset/audio/train/synthetic/1058.wav	441000
DCASE_dataset/audio/train/synthetic/1059.wav	441000
DCASE_dataset/audio/train/synthetic/106.wav	441000
DCASE_dataset/audio/train/synthetic/1062.wav	441000
DCASE_dataset/audio/train/synthetic/1065.wav	441001
DCASE_dataset/audio/train/synthetic/1067.wav	441000
DCASE_dataset/audio/train/synthetic/1068.wav	441000
DCASE_dataset/audio/train/synthetic/1069.wav	441000
DCASE_dataset/audio/train/synthetic/107.wav	441001
DCASE_dataset/audio/train/synthetic/1072.wav	441001
DCASE_dataset/audio/train/synthetic/1073.wav	441000
DCASE_dataset/audio/train/synthetic/1076.wav	441001
